seq,t_us,rr_ms,hr_bpm,score,flags
75716,874089467,713.0,82.3,0.846,9
75792,874931085,841.0,80.6,0.724,9
75852,875645571,714.0,80.6,0.824,9
75915,876383706,738.0,81.3,0.811,9
75987,877193096,809.0,81.3,0.795,9
76056,878035992,842.0,81.3,0.731,9
76117,878756470,720.0,81.3,0.828,9
76188,879557000,800.0,75.0,0.798,9
76256,880334323,777.0,77.2,0.824,9
76321,881087627,753.0,77.2,0.796,9
76384,881824848,737.0,79.7,0.796,9
76450,882586073,761.0,78.8,0.835,9
76520,883437908,851.0,77.2,0.816,9
76592,884246995,809.0,77.2,0.816,9
76657,885000335,753.0,78.8,0.8,9
76721,885745520,745.0,78.8,0.798,9
76794,886620557,875.0,78.8,0.703,9
76855,887340983,720.0,79.7,0.761,9
76913,887980267,639.0,79.7,0.766,9
76977,888725228,744.0,79.7,0.814,9
77046,889568222,842.0,79.7,0.749,9
77107,890230256,662.0,80.5,0.754,9
77172,891040425,810.0,80.5,0.769,9
77241,891824970,784.0,80.5,0.782,9
77308,892593854,768.0,78.1,0.781,9
77371,893331084,737.0,80.6,0.819,9
77439,894108323,777.0,78.1,0.809,9
77501,894837170,728.0,78.1,0.825,9
77570,895621837,784.0,77.2,0.761,9
77629,896326949,705.0,78.1,0.74,9
77678,896893676,566.0,78.1,0.635,9
77738,897607171,713.0,81.4,0.779,9
77797,898312790,705.0,82.4,0.794,9
77860,899050400,737.0,82.4,0.818,9
77930,899843436,793.0,82.4,0.794,9
78002,900652000,808.0,82.4,0.757,9
78063,901373023,721.0,83.2,0.804,9
78135,902241000,867.0,83.2,0.665,9
78202,903010796,769.0,81.4,0.79,9
78268,903771893,761.0,78.8,0.802,9
78329,904492623,720.0,78.8,0.802,9
78395,905253356,760.0,78.8,0.824,9
78467,906062453,809.0,78.0,0.8,9
78539,906929888,867.0,78.0,0.727,9
78601,907659149,729.0,78.8,0.787,9
78662,908380396,721.0,78.8,0.836,9
78735,909197695,817.0,78.8,0.788,9
78792,909886323,688.0,78.9,0.823,9
78857,910638939,752.0,79.8,0.83,9
78925,911415447,776.0,78.9,0.818,9
78989,912159871,744.0,79.8,0.815,9
79049,912872621,712.0,80.6,0.831,9
79114,913624865,752.0,80.6,0.823,9
79185,914424739,799.0,79.8,0.777,9
79248,915161071,736.0,79.8,0.792,9
79316,915995180,834.0,79.8,0.754,9
79375,916641335,646.0,79.8,0.766,9
79440,917393921,752.0,79.8,0.797,9
79502,918122785,728.0,80.6,0.801,9
79572,918974084,851.0,79.8,0.722,9
79635,919652571,678.0,79.8,0.761,9
79689,920317689,665.0,81.5,0.809,9
79752,921054520,736.0,81.5,0.833,9
79817,921807239,752.0,81.5,0.783,9
79878,922528391,721.0,82.4,0.764,9
79938,923183346,654.0,82.4,0.753,9
79996,923882006,698.0,83.2,0.802,9
80060,924627717,745.0,83.2,0.797,9
80126,925388796,761.0,83.2,0.781,9
80189,926125323,736.0,81.5,0.816,9
80268,927048515,923.0,81.5,0.622,9
80328,927761865,713.0,81.5,0.83,9
80396,928539740,777.0,81.5,0.796,9
80471,929432638,892.0,80.5,0.652,9
80530,930079205,646.0,80.5,0.748,9
80589,930784329,705.0,80.5,0.813,9
80649,931497096,712.0,81.5,0.842,9
80718,932281571,784.0,81.5,0.769,9
80776,932977762,696.0,84.2,0.816,9
80844,933754481,776.0,84.2,0.754,9
80902,934451295,696.0,84.3,0.829,9
80973,935251559,800.0,84.3,0.769,9
81040,936019978,768.0,84.3,0.803,9
81113,936895273,875.0,78.1,0.65,9
81180,937664278,769.0,78.0,0.777,9
81238,938361476,697.0,78.0,0.789,9
81305,939130498,769.0,78.0,0.791,9
81367,939859205,728.0,78.0,0.812,9
81432,940611515,752.0,78.1,0.818,9
81497,941363751,752.0,78.1,0.825,9
81568,942164125,800.0,78.1,0.761,9
81627,942868916,704.0,79.8,0.751,9
81688,943589341,720.0,79.8,0.772,9
81749,944310273,720.0,82.4,0.802,9
81812,945047695,737.0,81.4,0.804,9
81876,945793020,745.0,81.4,0.809,9
81948,946601368,808.0,80.5,0.738,9
82004,947281553,680.0,81.4,0.752,9
82066,947951905,670.0,83.3,0.755,9
82121,948624380,672.0,83.3,0.82,9
82181,949337318,712.0,83.3,0.844,9
82248,950106256,768.0,83.3,0.788,9
82305,950736571,630.0,84.3,0.78,9
82362,951426757,690.0,87.0,0.806,9
82425,952165097,738.0,87.0,0.782,9
82482,952796425,631.0,88.2,0.799,9
82537,953471006,674.0,89.0,0.849,9
82602,954224837,753.0,87.0,0.795,9
82668,954986295,761.0,84.3,0.737,9
82732,955731514,745.0,81.3,0.748,9
82794,956460312,728.0,82.4,0.749,9
82851,957091177,630.0,82.4,0.741,9
82913,957820717,729.0,82.3,0.818,9
82975,958549949,729.0,82.3,0.813,9
83036,959271486,721.0,82.3,0.829,9
83089,959870006,598.0,82.3,0.759,9
83175,960907560,1037.0,82.3,0.493,9
83230,961522768,615.0,82.4,0.678,9
83282,962114418,591.0,83.2,0.714,9
83337,962788938,674.0,89.0,0.761,9
83390,963387916,598.0,89.0,0.728,9
83480,964460142,1072.0,89.0,0.49,25
83538,965099368,639.0,93.9,0.811,9
83593,965772953,673.0,93.9,0.846,9
83659,966534950,761.0,89.2,0.699,9
83717,967232177,697.0,89.2,0.825,9
83777,967887335,655.0,89.2,0.8,9
83839,968616978,729.0,89.0,0.764,9
83901,969346695,729.0,86.1,0.758,9
83955,969954091,607.0,86.1,0.773,9
84021,970774245,820.0,86.1,0.721,9
84084,971511483,737.0,82.3,0.788,9
84147,972190062,678.0,82.3,0.782,9
84204,972878638,688.0,86.1,0.807,9
84262,973575430,696.0,86.2,0.839,9
84333,974376222,800.0,82.3,0.715,9
84394,975097312,721.0,83.2,0.791,9
84456,975826233,728.0,83.2,0.804,9
84519,976562807,736.0,82.4,0.805,9
84581,977292318,729.0,82.4,0.8,9
84644,978029769,737.0,82.4,0.778,9
84699,978644672,614.0,82.4,0.764,9
84758,979349644,704.0,82.4,0.865,9
84820,980078413,728.0,82.4,0.859,9
84879,980724905,646.0,82.4,0.778,9
