t_us,firmware_t_us,waveform_t_us,final_t_us,timing_shift_ms,no_firmware_match,inserted_by_smoother,timing_recovered,low_prominence_rescue,detector_support_count,detector_names,detector_consensus,detector_time_spread_ms,single_detector,sequence_rescued,firmware_unmatched,local_clipped,waveform_score,peak_prominence,peak_polarity,expected_rr_ms,match_distance_ms,recovery_reason,template_version
67594061920,67594061920,67594061920,67594061920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.906543,1,711.998500,0.000000,,v0.4.2-interval-artifact
67594781920,67594781920,67594781920,67594781920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.587194,1,707.998000,0.000000,,v0.4.2-interval-artifact
67595509921,67595501918,67595509921,67595509921,8.003000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.567410,1,707.996500,8.003000,,v0.4.2-interval-artifact
67596197921,67596197921,67596197921,67596197921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.462977,1,703.998000,0.000000,,v0.4.2-interval-artifact
67596861920,67596861920,67596861920,67596861920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.332910,1,703.995500,0.000000,,v0.4.2-interval-artifact
67597549917,67597549917,67597549917,67597549917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.082010,1,691.998000,0.000000,,v0.4.2-interval-artifact
67598261920,67598261920,67598261920,67598261920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.219389,1,691.998000,0.000000,,v0.4.2-interval-artifact
67598997920,67598997920,67598997920,67598997920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.400378,1,691.998000,0.000000,,v0.4.2-interval-artifact
67599709916,67599709916,67599709916,67599709916,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.381078,1,688.000000,0.000000,,v0.4.2-interval-artifact
67600421920,67600421920,67600421920,67600421920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.191593,1,707.997500,0.000000,,v0.4.2-interval-artifact
67601085920,67601085920,67601085920,67601085920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.700387,1,711.995500,0.000000,,v0.4.2-interval-artifact
67601741920,67601733918,67601741920,67601741920,8.002000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.390411,1,711.999500,8.002000,,v0.4.2-interval-artifact
67602421917,67602421917,67602421917,67602421917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,2.569571,1,711.995500,0.000000,,v0.4.2-interval-artifact
67603093920,67603093920,67603093920,67603093920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,6.388820,1,711.995500,0.000000,,v0.4.2-interval-artifact
67603757921,67603757921,67603757921,67603757921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.508723,1,711.995000,0.000000,,v0.4.2-interval-artifact
67604437917,67604437917,67604437917,67604437917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.215622,1,707.998000,0.000000,,v0.4.2-interval-artifact
67605141917,67605141917,67605141917,67605141917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.554852,1,711.996000,0.000000,,v0.4.2-interval-artifact
67605901920,67605901920,67605901920,67605901920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,6.431567,1,707.998000,0.000000,,v0.4.2-interval-artifact
67606653920,67606653920,67606653920,67606653920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,1,1.000000,5.836105,1,707.998000,0.000000,,v0.4.2-interval-artifact
67607397921,67607397921,67607397921,67607397921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.807921,1,711.999500,0.000000,,v0.4.2-interval-artifact
67608133920,67608133920,67608133920,67608133920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.645784,1,712.003500,0.000000,,v0.4.2-interval-artifact
67608861920,67608861920,67608861920,67608861920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,3.914754,1,716.001500,0.000000,,v0.4.2-interval-artifact
67609549917,67609549917,67609549917,67609549917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.610541,1,712.000500,0.000000,,v0.4.2-interval-artifact
67610229920,67610229920,67610229920,67610229920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.391835,1,711.996500,0.000000,,v0.4.2-interval-artifact
67610925921,67610925921,67610925921,67610925921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.196640,1,711.996000,0.000000,,v0.4.2-interval-artifact
67611653921,67611653921,67611653921,67611653921,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.386475,1,700.002000,0.000000,,v0.4.2-interval-artifact
67612373920,67612373920,67612373920,67612373920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.330904,1,700.002000,0.000000,,v0.4.2-interval-artifact
67613109920,67613109920,67613109920,67613109920,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.920564,1,700.002000,0.000000,,v0.4.2-interval-artifact
67613837917,67613837917,67613837917,67613837917,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.570774,1,707.998500,0.000000,,v0.4.2-interval-artifact
67614565920,67614557921,67614565920,67614565920,7.999000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.933835,1,707.999500,7.999000,,v0.4.2-interval-artifact
67615293919,67615293919,67615293919,67615293919,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,5.129146,1,707.999500,0.000000,,v0.4.2-interval-artifact
67616005916,67616005916,67616005916,67616005916,0.000000,0,0,0,0,2,multiscale+elgendi_like,1.000000,0.000000,0,0,0,0,1.000000,4.690293,1,711.996500,0.000000,,v0.4.2-interval-artifact
